Original UUID,Descendant UUID,Dataset Type,Group Name,Organ,Sex,Status
28f50df13e19799efb4f4d82e2a43664,166e440fae1ca6c4e5a43770a3af2c4d,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
28f50df13e19799efb4f4d82e2a43664,0628cc91662008a0761099f202d1300f,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
28f50df13e19799efb4f4d82e2a43664,97c91fcb808865a7c31500b07e3eafcb,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
28f50df13e19799efb4f4d82e2a43664,aa76e40b43ffb8a5e4481f715c21c010,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
28f50df13e19799efb4f4d82e2a43664,2dbd92746e0a22714b7730ab825674a6,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
28f50df13e19799efb4f4d82e2a43664,8827cb26ee9f632e1b496ca25a242f1c,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
28f50df13e19799efb4f4d82e2a43664,288dbe1b383b32eba7d4501fd332e452,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
28f50df13e19799efb4f4d82e2a43664,0c63ae5d2a11eb7b4da08d41c106922e,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
28f50df13e19799efb4f4d82e2a43664,a97e3af7ebf364d32a51ac4b94812b30,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
28f50df13e19799efb4f4d82e2a43664,206f5707476a393e046c2e3b672c3a69,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
28f50df13e19799efb4f4d82e2a43664,78b71cc26bf5fecc6f71f3d8c9a5ab80,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
28f50df13e19799efb4f4d82e2a43664,c744963a5e8619e0cf155992b619e53c,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
28f50df13e19799efb4f4d82e2a43664,2c42def0107e601ff3a12d81483d5832,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
28f50df13e19799efb4f4d82e2a43664,813c3b74fed9be221ddbafbc05e996b4,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
28f50df13e19799efb4f4d82e2a43664,224c74de7e6df90e82bf1afaa8d6c74a,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
28f50df13e19799efb4f4d82e2a43664,12ecfbba4bc9a645634ddabbafc7de67,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
28f50df13e19799efb4f4d82e2a43664,2ce9c73df3c9a9a02c86819546503628,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
28f50df13e19799efb4f4d82e2a43664,2cc6bddbabdb4c563629b6df26ad89ad,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
28f50df13e19799efb4f4d82e2a43664,33d0cbf1e40be654d1cfbf430e6f34ed,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
28f50df13e19799efb4f4d82e2a43664,544ba3355da8ad505e393bf5931e81b2,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
28f50df13e19799efb4f4d82e2a43664,8625b27422f15760e059f23072bd1608,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
28f50df13e19799efb4f4d82e2a43664,0ed88e5f3491332992bc091fb27e62c8,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
28f50df13e19799efb4f4d82e2a43664,fd99de437f2b7951520404f24798757a,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
28f50df13e19799efb4f4d82e2a43664,b6fbe7503fe192e2094b19c48d2a2bcb,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
28f50df13e19799efb4f4d82e2a43664,8bef2d8360bdf8ea447c0ccb28dae501,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
28f50df13e19799efb4f4d82e2a43664,6fcb9769acc70063a4e3218f855e2d54,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
28f50df13e19799efb4f4d82e2a43664,b05175fcb414f67a318349b663b81f8e,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
28f50df13e19799efb4f4d82e2a43664,163ae005326f61599e1967e0b36b6519,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
28f50df13e19799efb4f4d82e2a43664,9f191c946f7199e821647ce5af1c37ca,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
28f50df13e19799efb4f4d82e2a43664,92029731ae22a92a942b6c40d4916e9f,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
28f50df13e19799efb4f4d82e2a43664,0af0a968f08d52cbff57a57269e9008e,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
28f50df13e19799efb4f4d82e2a43664,0fb6ae24f5f89b90f604755f88b4123b,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
28f50df13e19799efb4f4d82e2a43664,47fa51b9789b66b3f6a4722b7463315d,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
28f50df13e19799efb4f4d82e2a43664,060a335e415917dd4144d067e94dc715,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
28f50df13e19799efb4f4d82e2a43664,46434cbdabb74547df1a38e96bea769b,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
28f50df13e19799efb4f4d82e2a43664,3aaf9fe04e737ca62e8b4e7746cee9bd,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
28f50df13e19799efb4f4d82e2a43664,556c7884873c09ccf5e46728532073ea,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
28f50df13e19799efb4f4d82e2a43664,2cdbabf9c96da92a2c3ea9e3701d09c6,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
28f50df13e19799efb4f4d82e2a43664,07747810e0fedb35b852a5e146607bb2,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
28f50df13e19799efb4f4d82e2a43664,6eeee29c769f54feda977bb1551e22c4,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
28f50df13e19799efb4f4d82e2a43664,a2afc83f5b3dfe66c96491cecfc2ec0a,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
28f50df13e19799efb4f4d82e2a43664,064848ce60bc90728e23725604c50ede,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
28f50df13e19799efb4f4d82e2a43664,fd4e95c1677458fc83d04b08a0c9c754,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
28f50df13e19799efb4f4d82e2a43664,bc3746cb7db1526b3def39ecb0efc0ea,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
28f50df13e19799efb4f4d82e2a43664,e3add76400f2951a413c0d8dd323c281,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
28f50df13e19799efb4f4d82e2a43664,61e825c3ed031c8c039e5b13dda0d81a,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
28f50df13e19799efb4f4d82e2a43664,a2f7bcbbc2dd0cba9822aa5256caff1c,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
28f50df13e19799efb4f4d82e2a43664,4260c75f7c38a58b0e59c5c33bc09978,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
03b0a1a06b08994a8dfdb14f85233e29,c418db2b44213d584b97880ef361131b,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,Error
03b0a1a06b08994a8dfdb14f85233e29,0ea13201a0dd2478241af76d07deab1d,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,Error
03b0a1a06b08994a8dfdb14f85233e29,5904e58a4dc6fdc1425bb51d17a09906,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,Error
03b0a1a06b08994a8dfdb14f85233e29,f9c9568fa6cc897b2c77a168d491318a,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,Error
03b0a1a06b08994a8dfdb14f85233e29,b33dbcb83c58999523f969136c94f2a8,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,Error
03b0a1a06b08994a8dfdb14f85233e29,d407ee85e0f595880f19c145dd5caeac,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,Error
03b0a1a06b08994a8dfdb14f85233e29,7b0905c9a61230950445bdc831769da1,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,Error
03b0a1a06b08994a8dfdb14f85233e29,b3c78d08805f7c3fc2125eaa2f0610aa,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,Error
03b0a1a06b08994a8dfdb14f85233e29,1ae1b0872430f06e5943f7d47e0b9406,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,Error
03b0a1a06b08994a8dfdb14f85233e29,b080993d69a10cbee70814dc90d139dd,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,Error
03b0a1a06b08994a8dfdb14f85233e29,b4b3cda29d4c2e95fabc93e7b73476fc,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,Error
03b0a1a06b08994a8dfdb14f85233e29,ad90e16496f92a58b887e31de8531b5a,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,Error
03b0a1a06b08994a8dfdb14f85233e29,c9a03b93667b10b4adecd1aafa6f6d54,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,Error
03b0a1a06b08994a8dfdb14f85233e29,9cd62c008e0d84a948d0804f7aa125cb,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,Error
03b0a1a06b08994a8dfdb14f85233e29,6fd5f86f364ea241cf7c6faa3f5f1b52,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
03b0a1a06b08994a8dfdb14f85233e29,763000eb9db04106722c30beb6c9befd,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
03b0a1a06b08994a8dfdb14f85233e29,e0a675a6f984973caf046c180fdbfe8a,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
03b0a1a06b08994a8dfdb14f85233e29,594d2aebaab4446bea5c0184f7bdbcb5,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
03b0a1a06b08994a8dfdb14f85233e29,503a704a33f9f40335dc80816e72d165,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
03b0a1a06b08994a8dfdb14f85233e29,ac6c52bf7235cfc7d890ddd688dd7d1e,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
03b0a1a06b08994a8dfdb14f85233e29,4f1449c8f04abb1c101f75647b895458,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
03b0a1a06b08994a8dfdb14f85233e29,054fb314ddbf947cead2495f76fcd73e,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
03b0a1a06b08994a8dfdb14f85233e29,4e38b2e9c6eb72a736b4f56b0a4169af,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
03b0a1a06b08994a8dfdb14f85233e29,987cdada3b20e502800e8f0e694f01ca,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
03b0a1a06b08994a8dfdb14f85233e29,d0d8efb0ed87e432dbd7efeadad1d8af,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
03b0a1a06b08994a8dfdb14f85233e29,980f8a834e834e7ad771ed2abf5ba58d,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
03b0a1a06b08994a8dfdb14f85233e29,7b9bb5f24c4d4ca8bd3073165e35503b,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
03b0a1a06b08994a8dfdb14f85233e29,c32460fa4a93d48cab49274246f078c4,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
03b0a1a06b08994a8dfdb14f85233e29,73e058491dbbfd7b442354603b4df371,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
03b0a1a06b08994a8dfdb14f85233e29,2210e706b8a45dd9f2070d18a1455d86,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
03b0a1a06b08994a8dfdb14f85233e29,dd44aaa72b2b34db6b11c8e41c3fd803,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
03b0a1a06b08994a8dfdb14f85233e29,5d233a07b290c503ce482d1c608e0132,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
03b0a1a06b08994a8dfdb14f85233e29,9403c54b228487d30418ac2bcd688f7d,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
03b0a1a06b08994a8dfdb14f85233e29,f3044dd2557a816af3b3a6433e10ab91,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
03b0a1a06b08994a8dfdb14f85233e29,748e784ed30a043766b65f0b9f3b66f2,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
03b0a1a06b08994a8dfdb14f85233e29,1f0caca07252ee90b4b4c12e77d023ac,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
03b0a1a06b08994a8dfdb14f85233e29,ea59cbf9fc1e1735dd8d46de728753a2,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
03b0a1a06b08994a8dfdb14f85233e29,d99985157a9e1d79e945a6c6cc297d64,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
03b0a1a06b08994a8dfdb14f85233e29,356dea97acc91244fd97320e684ccddf,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
03b0a1a06b08994a8dfdb14f85233e29,3042b0987bceb1c64763e8f4e11ff44b,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
03b0a1a06b08994a8dfdb14f85233e29,1342490f40044c655ddb820804ce4246,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
03b0a1a06b08994a8dfdb14f85233e29,a51f80175d159f1dbc6121afa944d735,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
03b0a1a06b08994a8dfdb14f85233e29,ec1191744efe682f5cae650b9354c17a,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
03b0a1a06b08994a8dfdb14f85233e29,3aeab718769e6b4a0db8d5e4c492e60e,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
03b0a1a06b08994a8dfdb14f85233e29,5fc2fdf4324e516daffc9fc958906a07,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
03b0a1a06b08994a8dfdb14f85233e29,cf949353dd43789c1c02d66b69ec48e3,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
03b0a1a06b08994a8dfdb14f85233e29,8610a959c10e646dc1503967271d47ae,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
03b0a1a06b08994a8dfdb14f85233e29,63221ae645ab7136ee993f0717517448,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
03b0a1a06b08994a8dfdb14f85233e29,d30eae52453a923009e3747b582c7655,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
03b0a1a06b08994a8dfdb14f85233e29,34d5ef5be48824b41dec86ee2628aeef,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
03b0a1a06b08994a8dfdb14f85233e29,6b77f66de37c9e8af3218c47327c8c9c,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
03b0a1a06b08994a8dfdb14f85233e29,4d94d99fa8e206531bc71b0e57158170,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
03b0a1a06b08994a8dfdb14f85233e29,a833da29d5fb9c3c4cce36fe94757bbd,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
03b0a1a06b08994a8dfdb14f85233e29,ce07c7e25eab21b41c325c813567c5fb,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
03b0a1a06b08994a8dfdb14f85233e29,65d8309626e59074823a7a627454383f,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
03b0a1a06b08994a8dfdb14f85233e29,5142cc5a333b6aa202302ac7d67b6374,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
03b0a1a06b08994a8dfdb14f85233e29,36f3c2ad174235c71583e4deda125334,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,Error
03b0a1a06b08994a8dfdb14f85233e29,9957b1a7eb0d6f543fd26d6ac406db2d,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,Error
03b0a1a06b08994a8dfdb14f85233e29,c067f41c8788f578ab93c1c5b4b0f851,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,Error
03b0a1a06b08994a8dfdb14f85233e29,34632b1b303d9c57ba2ec0f36aa3d4e6,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,Error
03b0a1a06b08994a8dfdb14f85233e29,8d0c4217d54229a0da5edf87b96e0b62,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,Error
03b0a1a06b08994a8dfdb14f85233e29,a924142df972b06c46ff81a54025f0ff,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,Error
03b0a1a06b08994a8dfdb14f85233e29,3bf8760cb90303de2a5dfd315c198773,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,Error
bc2548d854eed94a31ee0a505dcf8f73,fa271a28386e5fa9478147e6f0d48384,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,Error
bc2548d854eed94a31ee0a505dcf8f73,26b65f58d91089cf3e549a3f7098b0b3,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,Error
bc2548d854eed94a31ee0a505dcf8f73,be41b579db92665b6c895049f4ef08a4,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,Error
bc2548d854eed94a31ee0a505dcf8f73,d14177edceac29129b4e5870e2092c78,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,Error
bc2548d854eed94a31ee0a505dcf8f73,a6c53df554296f5475149b6314dbe4d3,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,Error
bc2548d854eed94a31ee0a505dcf8f73,a39147ef515c1923303ed703447911ef,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,Error
bc2548d854eed94a31ee0a505dcf8f73,4714145bb66d5c5456e61775c2263aa6,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,Error
bc2548d854eed94a31ee0a505dcf8f73,016ca453769fa67b6b02eeb71c7110f5,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,Error
bc2548d854eed94a31ee0a505dcf8f73,1030aac23bbac0d52f935ba54f87991d,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,Error
bc2548d854eed94a31ee0a505dcf8f73,8ec6d0f799b63b45c1d52d0e54d704a2,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,Error
bc2548d854eed94a31ee0a505dcf8f73,e860a90bd0f4e7811ec188ce3b46a768,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,Error
bc2548d854eed94a31ee0a505dcf8f73,d0911a9a446213369bbb298cb9704052,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,Error
bc2548d854eed94a31ee0a505dcf8f73,f885751eeb3b2cfe8a61dd913e243ee4,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,Error
bc2548d854eed94a31ee0a505dcf8f73,846040c6e894c3620100b9ee09f0edee,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,Error
bc2548d854eed94a31ee0a505dcf8f73,4e205995d55d6ac610f42537a0427552,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
bc2548d854eed94a31ee0a505dcf8f73,0c0572853d5d9aa8edfb84dfb73ffe4f,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
bc2548d854eed94a31ee0a505dcf8f73,4c32516a51a35ad4fefe94b39e8d3558,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
bc2548d854eed94a31ee0a505dcf8f73,025d6fd77f0211038fd1f46dd19893bd,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
bc2548d854eed94a31ee0a505dcf8f73,a700b5bdd1cb2b937417da6c1da981ff,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
bc2548d854eed94a31ee0a505dcf8f73,073d6536efe4c880f9ff082f0fa747a6,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
bc2548d854eed94a31ee0a505dcf8f73,f1d442cbde062c03d25e3a6ec009478f,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
bc2548d854eed94a31ee0a505dcf8f73,9950c129d972769d32daba03e663de5d,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
bc2548d854eed94a31ee0a505dcf8f73,8a2117a9507643366303d46b932f46b6,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
bc2548d854eed94a31ee0a505dcf8f73,c4445c5861953807b1b45a04bc06c588,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
bc2548d854eed94a31ee0a505dcf8f73,53c09f1353e00cbe2301a96cebc31d6e,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
bc2548d854eed94a31ee0a505dcf8f73,6e93f656e6696087115047125ae13ad7,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
bc2548d854eed94a31ee0a505dcf8f73,f1ec7715e58bc3465eb726c82fc3ad1d,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
bc2548d854eed94a31ee0a505dcf8f73,1129ffb47a87523d59d723f0004f6029,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
bc2548d854eed94a31ee0a505dcf8f73,28ca7f129a202eb1a4acea3a1004ae2a,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
bc2548d854eed94a31ee0a505dcf8f73,7118116b8a33f0faf23eacde62b1ea85,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
bc2548d854eed94a31ee0a505dcf8f73,9a1f739be65306521df8f05b0e87cbdd,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
bc2548d854eed94a31ee0a505dcf8f73,06ead71c94ee0cbb35722fb216d50f30,GeoMx (NGS),TMC - Pacific Northwest National Laboratory,PA,Male,New
