HubMAP ID,Submission ID,Lab ID,Type,Group Name,Created By,rui_location_id,entity_uuid,entity_api_link,portal_link
HBM249.HQKB.238,VAN0112-RK-16,Anterior 6 E ,Block,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,https://purl.humanatlas.io/millitome/kidney-male-right-vu/v1.0#E-6-I,28f1b9723f8a9e368803568e4e800cc9,https://entity.api.hubmapconsortium.org/entities/28f1b9723f8a9e368803568e4e800cc9,https://portal.hubmapconsortium.org/browse/sample/28f1b9723f8a9e368803568e4e800cc9
HBM523.NRXN.227,VAN0112-RK-11,Anterior 5 D,Block,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,https://purl.humanatlas.io/millitome/kidney-male-right-vu/v1.0#D-5-I,9824a07bc6c91cdf2dd19d237873e764,https://entity.api.hubmapconsortium.org/entities/9824a07bc6c91cdf2dd19d237873e764,https://portal.hubmapconsortium.org/browse/sample/9824a07bc6c91cdf2dd19d237873e764
HBM589.PNKV.963,VAN0112-RK-12,Anterior 5 E,Block,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,https://purl.humanatlas.io/millitome/kidney-male-right-vu/v1.0#E-5-I,0d6da62ddab9e5ccf4c19f012c9c98db,https://entity.api.hubmapconsortium.org/entities/0d6da62ddab9e5ccf4c19f012c9c98db,https://portal.hubmapconsortium.org/browse/sample/0d6da62ddab9e5ccf4c19f012c9c98db
HBM385.SNKV.624,VAN0112-RK-10,Anterior 5 C,Block,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,https://purl.humanatlas.io/millitome/kidney-male-right-vu/v1.0#C-5-I,2fffa152d33964ad79e38f6bcee73fcb,https://entity.api.hubmapconsortium.org/entities/2fffa152d33964ad79e38f6bcee73fcb,https://portal.hubmapconsortium.org/browse/sample/2fffa152d33964ad79e38f6bcee73fcb
HBM652.ZMRW.992,VAN0112-RK-15,Anterior 6 D,Block,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,https://purl.humanatlas.io/millitome/kidney-male-right-vu/v1.0#D-6-I,82544a03150f8a8c26e3882c709c0424,https://entity.api.hubmapconsortium.org/entities/82544a03150f8a8c26e3882c709c0424,https://portal.hubmapconsortium.org/browse/sample/82544a03150f8a8c26e3882c709c0424
HBM695.PWZG.339,VAN0112-RK-9,Anterior 5 B,Block,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,https://purl.humanatlas.io/millitome/kidney-male-right-vu/v1.0#B-5-I,0ed2ba89c85c09914aa9ebcf868775c2,https://entity.api.hubmapconsortium.org/entities/0ed2ba89c85c09914aa9ebcf868775c2,https://portal.hubmapconsortium.org/browse/sample/0ed2ba89c85c09914aa9ebcf868775c2
HBM886.NXCM.856,VAN0112-RK-19,Anterior 7 C,Block,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,https://purl.humanatlas.io/millitome/kidney-male-right-vu/v1.0#C-7-I,0270434921c8385547f5788e0a09244a,https://entity.api.hubmapconsortium.org/entities/0270434921c8385547f5788e0a09244a,https://portal.hubmapconsortium.org/browse/sample/0270434921c8385547f5788e0a09244a
HBM939.PKWC.725,VAN0112-RK-20,Anterior 7 D,Block,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,https://purl.humanatlas.io/millitome/kidney-male-right-vu/v1.0#D-7-I,a0099881914e2e078354b1afd771a86e,https://entity.api.hubmapconsortium.org/entities/a0099881914e2e078354b1afd771a86e,https://portal.hubmapconsortium.org/browse/sample/a0099881914e2e078354b1afd771a86e
HBM947.DLTF.693,VAN0112-RK-21,Anterior 7 E,Block,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,https://purl.humanatlas.io/millitome/kidney-male-right-vu/v1.0#E-7-I,0cd36a9bc90d4f94815f85c264a69902,https://entity.api.hubmapconsortium.org/entities/0cd36a9bc90d4f94815f85c264a69902,https://portal.hubmapconsortium.org/browse/sample/0cd36a9bc90d4f94815f85c264a69902
HBM236.KFMN.674,VAN0112-RK-18,Anterior 7 B,Block,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,https://purl.humanatlas.io/millitome/kidney-male-right-vu/v1.0#B-7-I,816853515c0f55f0e6591a76d4b2d587,https://entity.api.hubmapconsortium.org/entities/816853515c0f55f0e6591a76d4b2d587,https://portal.hubmapconsortium.org/browse/sample/816853515c0f55f0e6591a76d4b2d587
HBM245.CBSJ.835,VAN0112-RK-24,Anterior 8 D,Block,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,https://purl.humanatlas.io/millitome/kidney-male-right-vu/v1.0#D-8-I,f3eb3254965e2a770d60ed906d884869,https://entity.api.hubmapconsortium.org/entities/f3eb3254965e2a770d60ed906d884869,https://portal.hubmapconsortium.org/browse/sample/f3eb3254965e2a770d60ed906d884869
HBM766.TQXK.428,VAN0112-RK-22,Anterior 7 F,Block,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,https://purl.humanatlas.io/millitome/kidney-male-right-vu/v1.0#F-7-I,85c9d751ca0e526d1b57123b7d7d60c8,https://entity.api.hubmapconsortium.org/entities/85c9d751ca0e526d1b57123b7d7d60c8,https://portal.hubmapconsortium.org/browse/sample/85c9d751ca0e526d1b57123b7d7d60c8
HBM332.SXMW.738,VAN0112-RK-25,Anterior 8 E,Block,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,https://purl.humanatlas.io/millitome/kidney-male-right-vu/v1.0#E-8-I,8f0d3d097d6267eeb27ec23fc22d56e9,https://entity.api.hubmapconsortium.org/entities/8f0d3d097d6267eeb27ec23fc22d56e9,https://portal.hubmapconsortium.org/browse/sample/8f0d3d097d6267eeb27ec23fc22d56e9
HBM668.TVFJ.689,VAN0112-RK-23,Anterior 8 C,Block,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,https://purl.humanatlas.io/millitome/kidney-male-right-vu/v1.0#C-8-I,92bb386707f5bfc7a0f3ad4edbadc5eb,https://entity.api.hubmapconsortium.org/entities/92bb386707f5bfc7a0f3ad4edbadc5eb,https://portal.hubmapconsortium.org/browse/sample/92bb386707f5bfc7a0f3ad4edbadc5eb
HBM933.PCPS.677,VAN0112-RK-26,Anterior 8 F,Block,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,https://purl.humanatlas.io/millitome/kidney-male-right-vu/v1.0#F-8-I,ad42bbaacdf79fde68ea4ea636a233d6,https://entity.api.hubmapconsortium.org/entities/ad42bbaacdf79fde68ea4ea636a233d6,https://portal.hubmapconsortium.org/browse/sample/ad42bbaacdf79fde68ea4ea636a233d6
HBM625.VTSD.372,VAN0112-RK-30,Anterior 9 E,Block,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,https://purl.humanatlas.io/millitome/kidney-male-right-vu/v1.0#E-9-I,49d8bfb6742b65ff974da5c3368a276b,https://entity.api.hubmapconsortium.org/entities/49d8bfb6742b65ff974da5c3368a276b,https://portal.hubmapconsortium.org/browse/sample/49d8bfb6742b65ff974da5c3368a276b
HBM736.CSFH.676,VAN0112-RK-29,Anterior 9 D,Block,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,https://purl.humanatlas.io/millitome/kidney-male-right-vu/v1.0#D-9-I,e2f8033fcc0e3277f2a9bcfc3610ea6f,https://entity.api.hubmapconsortium.org/entities/e2f8033fcc0e3277f2a9bcfc3610ea6f,https://portal.hubmapconsortium.org/browse/sample/e2f8033fcc0e3277f2a9bcfc3610ea6f
HBM897.PBPM.234,VAN0112-RK-33,Anterior 10 C,Block,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,https://purl.humanatlas.io/millitome/kidney-male-right-vu/v1.0#C-10-I,2f6b179287276e5bb13bfa44e8dfb9e6,https://entity.api.hubmapconsortium.org/entities/2f6b179287276e5bb13bfa44e8dfb9e6,https://portal.hubmapconsortium.org/browse/sample/2f6b179287276e5bb13bfa44e8dfb9e6
HBM637.BZWM.965,VAN0112-RK-32,Anterior 10 B,Block,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,https://purl.humanatlas.io/millitome/kidney-male-right-vu/v1.0#B-10-I,70f7aa4b996f83cf5d7c2425e2010348,https://entity.api.hubmapconsortium.org/entities/70f7aa4b996f83cf5d7c2425e2010348,https://portal.hubmapconsortium.org/browse/sample/70f7aa4b996f83cf5d7c2425e2010348
HBM549.SPBK.546,VAN0112-RK-31,Anterior 9 F,Block,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,https://purl.humanatlas.io/millitome/kidney-male-right-vu/v1.0#F-9-I,b3873cb14e354ad7c2e94704f9f5a88d,https://entity.api.hubmapconsortium.org/entities/b3873cb14e354ad7c2e94704f9f5a88d,https://portal.hubmapconsortium.org/browse/sample/b3873cb14e354ad7c2e94704f9f5a88d
HBM653.HMTL.662,VAN0112-RK-27,Anterior 9 B,Block,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,https://purl.humanatlas.io/millitome/kidney-male-right-vu/v1.0#B-9-I,d1e33f4eecbe865190d52b9bff9638da,https://entity.api.hubmapconsortium.org/entities/d1e33f4eecbe865190d52b9bff9638da,https://portal.hubmapconsortium.org/browse/sample/d1e33f4eecbe865190d52b9bff9638da
HBM546.WDNB.765,VAN0112-RK-35,Anterior 10 E,Block,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,https://purl.humanatlas.io/millitome/kidney-male-right-vu/v1.0#E-10-I,231b228464511dbe70ec858b697e7be9,https://entity.api.hubmapconsortium.org/entities/231b228464511dbe70ec858b697e7be9,https://portal.hubmapconsortium.org/browse/sample/231b228464511dbe70ec858b697e7be9
HBM295.VCDK.833,VAN0112-RK-34,Anterior 10 D,Block,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,https://purl.humanatlas.io/millitome/kidney-male-right-vu/v1.0#D-10-I,412b2ded0594b92578da38d1166eb972,https://entity.api.hubmapconsortium.org/entities/412b2ded0594b92578da38d1166eb972,https://portal.hubmapconsortium.org/browse/sample/412b2ded0594b92578da38d1166eb972
HBM673.PSST.553,VAN0112-RK-28,Anterior 9 C,Block,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,https://purl.humanatlas.io/millitome/kidney-male-right-vu/v1.0#C-9-I,aae836490fdb4f6f0348348b7f101bdb,https://entity.api.hubmapconsortium.org/entities/aae836490fdb4f6f0348348b7f101bdb,https://portal.hubmapconsortium.org/browse/sample/aae836490fdb4f6f0348348b7f101bdb
HBM346.PQDV.833,VAN0112-RK-45,Posterior 3 C,Block,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,https://purl.humanatlas.io/millitome/kidney-male-right-vu/v1.0#C-3-II,9b8bdb724e134660936eca33e87487ba,https://entity.api.hubmapconsortium.org/entities/9b8bdb724e134660936eca33e87487ba,https://portal.hubmapconsortium.org/browse/sample/9b8bdb724e134660936eca33e87487ba
HBM539.ZKQC.753,VAN0112-RK-42,Anterior 12 D,Block,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,https://purl.humanatlas.io/millitome/kidney-male-right-vu/v1.0#D-12-I,963ffd4d0aa9d2feb07eb2ca827ffee0,https://entity.api.hubmapconsortium.org/entities/963ffd4d0aa9d2feb07eb2ca827ffee0,https://portal.hubmapconsortium.org/browse/sample/963ffd4d0aa9d2feb07eb2ca827ffee0
HBM478.FMRZ.922,VAN0112-RK-38,Anterior 11 C,Block,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,https://purl.humanatlas.io/millitome/kidney-male-right-vu/v1.0#C-11-I,cd23d226f4bbcf561c1c6b8e88a81fd8,https://entity.api.hubmapconsortium.org/entities/cd23d226f4bbcf561c1c6b8e88a81fd8,https://portal.hubmapconsortium.org/browse/sample/cd23d226f4bbcf561c1c6b8e88a81fd8
HBM264.PSRV.582,VAN0112-RK-37,Anterior 11 B,Block,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,https://purl.humanatlas.io/millitome/kidney-male-right-vu/v1.0#B-11-I,5af958dd296b3aca6b2248d48c03416c,https://entity.api.hubmapconsortium.org/entities/5af958dd296b3aca6b2248d48c03416c,https://portal.hubmapconsortium.org/browse/sample/5af958dd296b3aca6b2248d48c03416c
HBM443.RFHH.794,VAN0112-RK-39,Anterior 11 D,Block,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,https://purl.humanatlas.io/millitome/kidney-male-right-vu/v1.0#D-11-I,ef966798f6df00ae6d3cb435a105700f,https://entity.api.hubmapconsortium.org/entities/ef966798f6df00ae6d3cb435a105700f,https://portal.hubmapconsortium.org/browse/sample/ef966798f6df00ae6d3cb435a105700f
HBM596.ZRCV.297,VAN0112-RK-36,Anterior 10 F,Block,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,https://purl.humanatlas.io/millitome/kidney-male-right-vu/v1.0#F-10-I,9001e221f84b3c3dcfc52a6781b8b1f3,https://entity.api.hubmapconsortium.org/entities/9001e221f84b3c3dcfc52a6781b8b1f3,https://portal.hubmapconsortium.org/browse/sample/9001e221f84b3c3dcfc52a6781b8b1f3
HBM798.SLHS.554,VAN0112-RK-40,Anterior 12 B,Block,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,https://purl.humanatlas.io/millitome/kidney-male-right-vu/v1.0#B-12-I,6d7de0264d7f42151c06d208c6643266,https://entity.api.hubmapconsortium.org/entities/6d7de0264d7f42151c06d208c6643266,https://portal.hubmapconsortium.org/browse/sample/6d7de0264d7f42151c06d208c6643266
HBM776.QRPN.788,VAN0112-RK-41,Anterior 12 C,Block,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,https://purl.humanatlas.io/millitome/kidney-male-right-vu/v1.0#C-12-I,a7324c38bc6f422e40d20c39bc278bda,https://entity.api.hubmapconsortium.org/entities/a7324c38bc6f422e40d20c39bc278bda,https://portal.hubmapconsortium.org/browse/sample/a7324c38bc6f422e40d20c39bc278bda
HBM787.SQKZ.273,VAN0112-RK-44,Posterior 2 D,Block,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,https://purl.humanatlas.io/millitome/kidney-male-right-vu/v1.0#D-2-II,c78aafed9b0f564520c16580c450d9d1,https://entity.api.hubmapconsortium.org/entities/c78aafed9b0f564520c16580c450d9d1,https://portal.hubmapconsortium.org/browse/sample/c78aafed9b0f564520c16580c450d9d1
HBM828.MZDD.788,VAN0112-RK-43,Posterior 2 C,Block,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,https://purl.humanatlas.io/millitome/kidney-male-right-vu/v1.0#C-2-II,43f632296773dcdc4d50bddee1aa865d,https://entity.api.hubmapconsortium.org/entities/43f632296773dcdc4d50bddee1aa865d,https://portal.hubmapconsortium.org/browse/sample/43f632296773dcdc4d50bddee1aa865d
HBM446.TTQK.879,VAN0112-RK-48,Posterior 4 C,Block,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,https://purl.humanatlas.io/millitome/kidney-male-right-vu/v1.0#C-4-II,0d31aa2c3fca1c8e2eca5758770d23c0,https://entity.api.hubmapconsortium.org/entities/0d31aa2c3fca1c8e2eca5758770d23c0,https://portal.hubmapconsortium.org/browse/sample/0d31aa2c3fca1c8e2eca5758770d23c0
HBM527.HXPJ.667,VAN0112-RK-51,Posterior 5 B,Block,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,https://purl.humanatlas.io/millitome/kidney-male-right-vu/v1.0#B-5-II,317ab611176159a94b4e180ccd8ed985,https://entity.api.hubmapconsortium.org/entities/317ab611176159a94b4e180ccd8ed985,https://portal.hubmapconsortium.org/browse/sample/317ab611176159a94b4e180ccd8ed985
HBM953.JDDQ.247,VAN0112-RK-46,Posterior 3 D,Block,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,https://purl.humanatlas.io/millitome/kidney-male-right-vu/v1.0#D-3-II,3c36b13813f18a269226bcac19c29847,https://entity.api.hubmapconsortium.org/entities/3c36b13813f18a269226bcac19c29847,https://portal.hubmapconsortium.org/browse/sample/3c36b13813f18a269226bcac19c29847
HBM292.SZLP.743,VAN0112-RK-49,Posterior 4 D,Block,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,https://purl.humanatlas.io/millitome/kidney-male-right-vu/v1.0#D-4-II,2ce024504a8270c8d275e41a7f9a5b60,https://entity.api.hubmapconsortium.org/entities/2ce024504a8270c8d275e41a7f9a5b60,https://portal.hubmapconsortium.org/browse/sample/2ce024504a8270c8d275e41a7f9a5b60
HBM823.ZMBM.854,VAN0112-RK-50,Posterior 4 E,Block,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,https://purl.humanatlas.io/millitome/kidney-male-right-vu/v1.0#E-4-II,0b7a1f825541be74f045eae6554cbd38,https://entity.api.hubmapconsortium.org/entities/0b7a1f825541be74f045eae6554cbd38,https://portal.hubmapconsortium.org/browse/sample/0b7a1f825541be74f045eae6554cbd38
HBM694.BFBF.488,VAN0112-RK-47,Posterior 4 B,Block,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,https://purl.humanatlas.io/millitome/kidney-male-right-vu/v1.0#B-4-II,806e9c1a210e6876dcfe89e257944186,https://entity.api.hubmapconsortium.org/entities/806e9c1a210e6876dcfe89e257944186,https://portal.hubmapconsortium.org/browse/sample/806e9c1a210e6876dcfe89e257944186
HBM396.FRFX.532,VAN0112-RK-52,Posterior 5 C,Block,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,https://purl.humanatlas.io/millitome/kidney-male-right-vu/v1.0#C-5-II,7d514d60121057cb0fa24d30de2ea508,https://entity.api.hubmapconsortium.org/entities/7d514d60121057cb0fa24d30de2ea508,https://portal.hubmapconsortium.org/browse/sample/7d514d60121057cb0fa24d30de2ea508
HBM387.LNRH.259,VAN0112-RK-53,Posterior 5 D,Block,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,https://purl.humanatlas.io/millitome/kidney-male-right-vu/v1.0#D-5-II,d5c69841c0e4de138fc09fea6ea378e3,https://entity.api.hubmapconsortium.org/entities/d5c69841c0e4de138fc09fea6ea378e3,https://portal.hubmapconsortium.org/browse/sample/d5c69841c0e4de138fc09fea6ea378e3
HBM263.WXWS.548,VAN0112-RK-55,Posterior 6 B,Block,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,https://purl.humanatlas.io/millitome/kidney-male-right-vu/v1.0#B-6-II,007b43b037073238211241fe3e83f032,https://entity.api.hubmapconsortium.org/entities/007b43b037073238211241fe3e83f032,https://portal.hubmapconsortium.org/browse/sample/007b43b037073238211241fe3e83f032
HBM428.DHQK.728,VAN0112-RK-54,Posterior 5 E,Block,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,https://purl.humanatlas.io/millitome/kidney-male-right-vu/v1.0#E-5-II,c41cb3b7944e99d41ae227dadcac379d,https://entity.api.hubmapconsortium.org/entities/c41cb3b7944e99d41ae227dadcac379d,https://portal.hubmapconsortium.org/browse/sample/c41cb3b7944e99d41ae227dadcac379d
HBM796.RTMC.653,VAN0112-RK-57,Posterior 6 D,Block,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,https://purl.humanatlas.io/millitome/kidney-male-right-vu/v1.0#D-6-II,12167b97279b16122c6e63a38c355344,https://entity.api.hubmapconsortium.org/entities/12167b97279b16122c6e63a38c355344,https://portal.hubmapconsortium.org/browse/sample/12167b97279b16122c6e63a38c355344
HBM323.LXQC.528,VAN0112-RK-56,Posterior 6 C,Block,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,https://purl.humanatlas.io/millitome/kidney-male-right-vu/v1.0#C-6-II,0cfdb96301cec53e6d35023016e725b9,https://entity.api.hubmapconsortium.org/entities/0cfdb96301cec53e6d35023016e725b9,https://portal.hubmapconsortium.org/browse/sample/0cfdb96301cec53e6d35023016e725b9
HBM578.XFJV.895,VAN0112-RK-60,Posterior 7 D,Block,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,https://purl.humanatlas.io/millitome/kidney-male-right-vu/v1.0#D-7-II,80f7ba9ece3a1895c9219b679620249f,https://entity.api.hubmapconsortium.org/entities/80f7ba9ece3a1895c9219b679620249f,https://portal.hubmapconsortium.org/browse/sample/80f7ba9ece3a1895c9219b679620249f
HBM325.XBKX.435,VAN0112-RK-58,Posterior 6 E,Block,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,https://purl.humanatlas.io/millitome/kidney-male-right-vu/v1.0#E-6-II,9685af67d64109ad330d264bdc9eceee,https://entity.api.hubmapconsortium.org/entities/9685af67d64109ad330d264bdc9eceee,https://portal.hubmapconsortium.org/browse/sample/9685af67d64109ad330d264bdc9eceee
HBM326.XGKS.433,VAN0112-RK-59,Posterior 7 C,Block,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,https://purl.humanatlas.io/millitome/kidney-male-right-vu/v1.0#C-7-II,29d3094d1daba8a2cbb0112b0db120f5,https://entity.api.hubmapconsortium.org/entities/29d3094d1daba8a2cbb0112b0db120f5,https://portal.hubmapconsortium.org/browse/sample/29d3094d1daba8a2cbb0112b0db120f5
HBM757.RNXT.995,VAN0112-RK-69,Posterior 9 D,Block,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,https://purl.humanatlas.io/millitome/kidney-male-right-vu/v1.0#D-9-II,a5072ac81e9731574d647749096dbcdf,https://entity.api.hubmapconsortium.org/entities/a5072ac81e9731574d647749096dbcdf,https://portal.hubmapconsortium.org/browse/sample/a5072ac81e9731574d647749096dbcdf
HBM324.BKKD.464,VAN0112-RK-63,Posterior 8 B,Block,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,https://purl.humanatlas.io/millitome/kidney-male-right-vu/v1.0#B-8-II,e6c553eddf12f8c7eb778d0d5ce48164,https://entity.api.hubmapconsortium.org/entities/e6c553eddf12f8c7eb778d0d5ce48164,https://portal.hubmapconsortium.org/browse/sample/e6c553eddf12f8c7eb778d0d5ce48164
HBM687.HDVB.474,VAN0112-RK-67,Posterior 9 B,Block,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,https://purl.humanatlas.io/millitome/kidney-male-right-vu/v1.0#B-9-II,77edf69c07fea27b95ac5a2d4d3ee5b8,https://entity.api.hubmapconsortium.org/entities/77edf69c07fea27b95ac5a2d4d3ee5b8,https://portal.hubmapconsortium.org/browse/sample/77edf69c07fea27b95ac5a2d4d3ee5b8
HBM484.ZVKT.637,VAN0112-RK-64,Posterior 8 C,Block,Vanderbilt TMC,jamie.l.allen@vanderbilt.edu,https://purl.humanatlas.io/millitome/kidney-male-right-vu/v1.0#C-8-II,75ba8b24c86ecb3574cf50959c746d39,https://entity.api.hubmapconsortium.org/entities/75ba8b24c86ecb3574cf50959c746d39,https://portal.hubmapconsortium.org/browse/sample/75ba8b24c86ecb3574cf50959c746d39
